food_id,food_name,category,cuisine,meal_type,serving_size_g,calories_kcal,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,vegetarian,vegan,gluten_free,diabetic_friendly,high_protein,low_fat,heart_healthy,weight_loss_friendly,main_ingredients,tags
962,Coleslaw,Fast Food/Western,International,Dinner,250,377.9,16.8,43.8,31.9,3.1,8.0,433.3,No,No,No,No,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
963,Mac and Cheese,Fast Food/Western,International,Dinner,200,465.3,19.1,25.1,36.3,4.3,7.0,573.5,Yes,No,No,Yes,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
964,Fish and Chips,Fast Food/Western,International,Dinner,200,548.8,28.4,49.0,9.0,2.3,7.0,713.2,No,No,No,No,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
965,Chicken Shawarma,Fast Food/Western,International,Dinner,300,479.6,23.1,27.5,16.7,4.9,2.6,786.1,No,No,No,Yes,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
966,Beef Kebab Roll,Fast Food/Western,International,Lunch,300,334.2,25.6,48.4,29.0,1.2,10.7,407.4,No,No,No,No,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
967,Chicken Burrito,Fast Food/Western,International,Dinner,300,406.7,31.6,43.1,33.5,5.0,7.5,502.4,No,No,No,No,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
968,Beef Taco,Fast Food/Western,International,Dinner,250,553.1,17.4,38.5,16.5,3.8,4.0,813.8,No,No,No,No,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
969,Chicken Nachos,Fast Food/Western,International,Dinner,200,302.4,26.1,40.3,32.2,4.4,9.1,574.5,No,No,No,No,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
970,Sushi Roll (California),Fast Food/Western,International,Lunch,300,305.0,24.7,30.2,12.3,1.9,9.5,741.2,No,No,No,No,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
971,Sushi Roll (Salmon),Fast Food/Western,International,Lunch,250,540.4,21.8,43.7,37.7,1.6,11.5,556.3,No,No,No,No,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
972,Chicken Ramen,Fast Food/Western,International,Lunch,200,288.4,31.4,26.3,9.6,4.9,8.5,656.0,No,No,No,No,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
973,Vegetable Chow Mein,Fast Food/Western,International,Lunch,300,539.0,13.9,24.2,19.9,2.2,8.0,403.5,Yes,No,No,Yes,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
974,Chicken Hakka Noodles,Fast Food/Western,International,Dinner,300,646.5,24.1,23.1,21.9,4.3,5.8,679.4,No,No,No,Yes,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
975,Singapore Noodles,Fast Food/Western,International,Dinner,250,254.6,10.8,24.3,27.2,4.6,4.2,652.1,No,No,No,Yes,No,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
976,Club Wrap,Fast Food/Western,International,Dinner,250,527.5,10.3,40.8,19.5,5.0,9.0,479.0,No,No,No,No,No,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
977,Grilled Fish Sandwich,Fast Food/Western,International,Lunch,200,380.1,25.1,50.2,24.1,2.6,9.0,536.3,No,No,No,No,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
978,Beef Steak with Fries,Fast Food/Western,International,Dinner,200,457.6,22.0,45.0,31.7,1.5,9.5,879.4,No,No,No,No,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
979,Chicken Quesadilla,Fast Food/Western,International,Lunch,200,594.8,24.7,20.2,21.4,2.3,2.4,645.0,No,No,No,Yes,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
980,Veg Wrap,Fast Food/Western,International,Lunch,200,475.0,28.4,21.2,37.4,3.0,5.6,626.7,Yes,No,No,Yes,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
981,BLT Sandwich,Fast Food/Western,International,Dinner,300,250.0,15.2,53.1,23.6,4.1,8.6,567.0,No,No,No,No,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
982,Philly Cheesesteak,Fast Food/Western,International,Dinner,300,375.2,29.9,54.9,26.2,3.0,8.9,697.6,No,No,No,No,Yes,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
983,Fried Fish Burger,Fast Food/Western,International,Lunch,200,264.7,11.4,50.0,14.5,1.5,7.5,655.1,No,No,No,No,No,No,No,No,"Bread/pasta/rice, meat/veg, sauce, cheese","fast-food,western,processed"
984,Chicken Corn Soup,Soup,International/Bangladeshi,Starter,250,97.2,12.5,12.2,5.9,0.8,3.6,223.5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Broth, vegetables, spices","soup,light,starter"
985,Vegetable Soup,Soup,International/Bangladeshi,Starter,250,127.5,15.3,16.5,9.5,0.4,1.8,433.3,Yes,No,Yes,Yes,Yes,No,No,Yes,"Broth, vegetables, spices","soup,light,starter"
986,Sweet Corn Soup,Soup,International/Bangladeshi,Starter,250,95.8,11.2,16.0,7.4,1.7,3.6,380.1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,"Broth, vegetables, spices","soup,light,starter"
987,Tom Yum Soup,Soup,International/Bangladeshi,Starter,250,77.9,13.7,10.4,8.1,1.1,4.9,261.4,Yes,No,Yes,Yes,Yes,No,Yes,Yes,"Broth, vegetables, spices","soup,light,starter"
988,Mushroom Soup,Soup,International/Bangladeshi,Starter,250,95.9,9.9,16.6,4.7,1.0,1.4,559.2,Yes,No,Yes,Yes,No,Yes,No,Yes,"Broth, vegetables, spices","soup,light,starter"
989,Tomato Soup,Soup,International/Bangladeshi,Starter,250,182.3,4.9,18.6,3.5,0.3,4.9,250.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,"Broth, vegetables, spices","soup,light,starter"
990,Hot and Sour Soup,Soup,International/Bangladeshi,Starter,250,211.8,13.2,7.1,5.7,2.6,3.4,513.1,Yes,No,Yes,Yes,Yes,Yes,No,Yes,"Broth, vegetables, spices","soup,light,starter"
991,Wonton Soup,Soup,International/Bangladeshi,Starter,250,66.2,7.5,14.7,3.5,0.8,1.4,171.6,No,No,Yes,Yes,No,Yes,Yes,Yes,"Broth, vegetables, spices","soup,light,starter"
992,Fish Soup,Soup,International/Bangladeshi,Starter,250,104.1,12.8,8.1,8.3,2.0,4.2,398.3,No,No,Yes,Yes,Yes,No,Yes,Yes,"Broth, vegetables, spices","soup,light,starter"
993,Lentil Soup,Soup,International/Bangladeshi,Starter,250,199.9,8.2,15.1,3.3,2.1,3.9,445.9,Yes,No,Yes,Yes,No,Yes,No,Yes,"Broth, vegetables, spices","soup,light,starter"
994,Pumpkin Soup,Soup,International/Bangladeshi,Starter,250,74.3,10.4,9.5,9.3,1.9,2.5,499.9,Yes,No,Yes,Yes,No,No,No,Yes,"Broth, vegetables, spices","soup,light,starter"
995,Clear Chicken Soup,Soup,International/Bangladeshi,Starter,250,165.3,8.4,12.8,5.0,1.1,2.9,279.1,No,No,Yes,Yes,No,Yes,Yes,Yes,"Broth, vegetables, spices","soup,light,starter"
996,Thai Vegetable Soup,Soup,International/Bangladeshi,Starter,250,211.9,9.8,17.2,9.3,0.7,3.5,189.1,Yes,No,Yes,Yes,No,No,Yes,Yes,"Broth, vegetables, spices","soup,light,starter"
997,Egg Drop Soup,Soup,International/Bangladeshi,Starter,250,102.0,13.0,19.4,6.7,0.2,2.0,192.1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Broth, vegetables, spices","soup,light,starter"
998,Beef Noodle Soup,Soup,International/Bangladeshi,Starter,250,147.8,4.1,9.9,9.4,2.4,1.0,576.8,No,No,Yes,Yes,No,No,No,Yes,"Broth, vegetables, spices","soup,light,starter"
999,Cha (Milk Tea),Beverage,Bangladeshi/International,Snack,250,182.5,7.5,10.0,4.5,0.7,24.3,82.2,Yes,No,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1000,Black Tea,Beverage,Bangladeshi/International,Snack,250,49.9,0.1,12.0,7.5,0.0,16.0,82.5,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1001,Lassi (Sweet),Beverage,Bangladeshi/International,Snack,250,102.8,8.0,29.5,8.3,1.0,33.2,104.2,Yes,No,Yes,No,No,No,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1002,Lassi (Salty),Beverage,Bangladeshi/International,Snack,250,30.2,3.6,11.2,8.4,0.8,31.8,30.3,Yes,No,Yes,No,No,No,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1003,Borhani,Beverage,Bangladeshi/International,Snack,250,108.1,1.1,18.1,0.5,0.5,7.6,145.6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1004,Mango Juice,Beverage,Bangladeshi/International,Snack,250,101.1,5.4,35.8,7.7,0.9,11.6,75.1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1005,Orange Juice (2),Beverage,Bangladeshi/International,Snack,250,83.5,0.0,28.4,3.5,0.9,32.7,144.1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1006,Lemonade (Lebur Sharbat),Beverage,Bangladeshi/International,Snack,250,143.7,7.1,39.6,8.0,0.8,3.9,5.9,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1007,Cola (Soft Drink),Beverage,Bangladeshi/International,Snack,250,130.5,2.4,9.0,3.1,0.7,15.3,6.3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1008,Coffee (Black),Beverage,Bangladeshi/International,Snack,250,123.4,1.6,24.6,8.1,0.4,32.1,6.0,Yes,Yes,Yes,No,No,No,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1009,Coffee (with Milk),Beverage,Bangladeshi/International,Snack,250,204.7,2.0,22.4,3.4,0.4,31.4,82.8,Yes,No,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1010,Milk Shake (Chocolate),Beverage,Bangladeshi/International,Snack,250,84.7,7.9,29.3,4.0,0.1,26.7,5.8,Yes,No,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1011,Milk Shake (Vanilla),Beverage,Bangladeshi/International,Snack,250,232.1,5.7,9.1,2.6,0.1,15.9,53.0,Yes,No,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1012,Doi (Yogurt Drink),Beverage,Bangladeshi/International,Snack,250,27.6,5.3,40.1,8.6,1.0,5.9,75.9,Yes,No,Yes,No,No,No,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1013,Tokdoi Sherbet,Beverage,Bangladeshi/International,Snack,250,138.9,5.5,9.7,6.8,0.8,15.2,110.3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1014,Coconut Water,Beverage,Bangladeshi/International,Snack,250,198.1,6.6,9.9,8.6,0.8,6.2,54.9,Yes,Yes,Yes,Yes,No,No,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1015,Watermelon Juice (2),Beverage,Bangladeshi/International,Snack,250,23.3,5.5,6.9,7.5,0.4,21.7,6.2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1016,Tamarind Sherbet (Tetul Sharbat),Beverage,Bangladeshi/International,Snack,250,135.2,2.3,8.1,3.9,0.6,26.1,32.1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1017,Sugarcane Juice,Beverage,Bangladeshi/International,Snack,250,87.5,0.9,14.8,6.3,0.7,16.2,73.7,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1018,Pineapple Juice (2),Beverage,Bangladeshi/International,Snack,250,207.9,0.8,32.0,5.5,0.2,30.2,96.2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1019,Wood Apple Sherbet (Bel Sharbat),Beverage,Bangladeshi/International,Snack,250,55.7,1.0,19.8,2.5,0.2,6.8,7.6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1020,Rooh Afza Drink,Beverage,Bangladeshi/International,Snack,250,67.9,6.9,19.1,4.7,0.7,34.3,37.2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1021,Iced Tea,Beverage,Bangladeshi/International,Snack,250,122.3,0.5,20.8,0.5,0.1,14.0,141.7,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1022,Green Tea,Beverage,Bangladeshi/International,Snack,250,190.8,2.0,38.1,1.6,0.0,23.8,51.6,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1023,Hot Chocolate,Beverage,Bangladeshi/International,Snack,250,88.5,2.2,27.4,3.9,0.3,18.2,53.5,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1024,Energy Drink,Beverage,Bangladeshi/International,Snack,250,46.8,5.4,30.3,6.9,0.1,13.9,122.5,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1025,Fresh Lime Soda,Beverage,Bangladeshi/International,Snack,250,198.3,4.7,27.4,2.1,0.3,21.3,17.6,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1026,Papaya Juice (2),Beverage,Bangladeshi/International,Snack,250,45.5,5.0,27.3,0.4,1.0,31.2,123.5,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1027,Guava Juice (2),Beverage,Bangladeshi/International,Snack,250,66.3,3.6,8.6,8.5,0.6,11.9,73.8,Yes,Yes,Yes,No,No,No,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1028,Mixed Fruit Juice,Beverage,Bangladeshi/International,Snack,250,202.6,4.3,10.7,1.2,0.4,25.5,134.3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Water, sugar, fruit/milk","beverage,drink,hydration"
1029,Paratha with Egg Fry,Breakfast,Bangladeshi,Breakfast,250,393.8,16.5,32.9,16.6,2.7,1.6,296.7,No,No,No,No,Yes,No,No,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1030,Khichuri with Egg,Breakfast,Bangladeshi,Breakfast,250,347.7,6.3,26.0,21.4,0.9,9.6,171.3,No,No,No,No,No,No,No,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1031,Bread Omelette,Breakfast,Bangladeshi,Breakfast,250,197.5,15.4,34.8,13.1,1.5,1.7,303.2,Yes,No,No,No,Yes,No,Yes,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1032,Suji Halwa,Breakfast,Bangladeshi,Breakfast,250,246.0,14.9,31.0,8.2,0.6,2.4,226.2,Yes,No,No,No,Yes,No,Yes,Yes,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1033,Chira with Doi and Kola (Flattened Rice),Breakfast,Bangladeshi,Breakfast,250,152.2,17.0,35.5,12.6,2.2,3.3,448.4,Yes,No,No,No,Yes,No,No,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1034,Muri with Chola,Breakfast,Bangladeshi,Breakfast,200,327.1,11.7,21.8,3.9,0.7,1.4,201.8,Yes,No,No,Yes,No,Yes,Yes,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1035,Dim Bhuna (Egg Curry),Breakfast,Bangladeshi,Breakfast,200,381.8,7.8,46.6,15.2,0.7,8.4,337.1,No,No,No,No,No,No,No,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1036,"Nashta Combo (Paratha, Egg, Vegetable)",Breakfast,Bangladeshi,Breakfast,150,312.2,12.9,53.9,9.2,2.8,9.0,242.4,No,No,No,No,Yes,No,Yes,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1037,Ruti with Vegetable Curry,Breakfast,Bangladeshi,Breakfast,150,252.1,12.6,28.0,4.1,2.4,8.4,226.7,Yes,No,No,No,Yes,Yes,Yes,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1038,Halwa Puri,Breakfast,Bangladeshi,Breakfast,200,194.2,17.6,36.5,21.6,2.3,8.0,187.3,Yes,No,No,No,Yes,No,No,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1039,Egg Bhurji,Breakfast,Bangladeshi,Breakfast,250,322.0,17.2,25.3,14.9,1.8,2.9,304.8,No,No,No,Yes,Yes,No,Yes,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1040,Toast with Butter,Breakfast,Bangladeshi,Breakfast,200,217.2,12.1,47.3,17.3,0.5,3.1,404.2,Yes,No,No,No,Yes,No,No,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1041,Cornflakes with Milk,Breakfast,Bangladeshi,Breakfast,200,187.1,10.7,34.8,11.7,2.4,2.6,349.4,Yes,No,No,No,No,No,Yes,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1042,Oats Porridge,Breakfast,Bangladeshi,Breakfast,250,195.1,7.9,27.4,19.8,2.5,7.2,215.7,Yes,No,No,Yes,No,No,No,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1043,Chicken Sandwich Breakfast,Breakfast,Bangladeshi,Breakfast,150,168.0,7.4,51.4,21.4,0.3,5.7,404.4,No,No,No,No,No,No,No,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1044,Vegetable Sandwich Breakfast,Breakfast,Bangladeshi,Breakfast,150,300.8,9.3,15.8,18.7,2.3,6.8,165.3,Yes,No,No,Yes,No,No,No,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1045,Boiled Egg (2 pcs),Breakfast,Bangladeshi,Breakfast,150,342.5,7.7,52.5,14.4,2.4,1.1,427.1,No,No,No,No,No,No,No,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1046,Paratha with Chicken Curry,Breakfast,Bangladeshi,Breakfast,250,334.0,8.7,43.3,6.8,1.4,6.1,305.5,No,No,No,No,No,Yes,Yes,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1047,Semai (Vermicelli Pudding),Breakfast,Bangladeshi,Breakfast,150,226.8,10.7,24.8,13.3,0.8,5.9,157.4,Yes,No,No,Yes,No,No,Yes,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1048,Bread and Jam,Breakfast,Bangladeshi,Breakfast,150,175.7,8.2,35.5,18.9,0.4,9.2,158.4,Yes,No,No,No,No,No,No,No,"Egg/rice/bread, oil, spices","breakfast,morning-meal"
1049,Chocolate Cake (Slice),Bakery,Bangladeshi/International,Snack,80,296.3,5.5,33.6,23.5,2.1,27.2,278.7,Yes,No,No,No,No,No,No,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1050,Vanilla Cake (Slice),Bakery,Bangladeshi/International,Snack,60,323.0,9.9,31.7,24.2,0.8,11.9,183.4,Yes,No,No,No,No,No,No,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1051,Fruit Cake (Slice),Bakery,Bangladeshi/International,Snack,80,430.8,9.4,51.9,17.5,0.5,23.3,249.9,Yes,No,No,No,No,No,No,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1052,Bun (Plain),Bakery,Bangladeshi/International,Snack,100,306.3,9.3,45.6,17.9,0.9,31.9,167.8,Yes,No,No,No,No,No,No,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1053,Bun (Sweet),Bakery,Bangladeshi/International,Snack,80,365.4,9.5,49.3,19.5,0.2,10.1,333.3,Yes,No,No,No,No,No,No,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1054,Vegetable Patty,Bakery,Bangladeshi/International,Snack,60,394.4,4.0,29.4,14.5,2.4,34.4,303.7,Yes,No,No,No,No,No,Yes,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1055,Chicken Patty,Bakery,Bangladeshi/International,Snack,60,344.5,9.7,33.4,7.7,3.0,14.5,196.3,No,No,No,No,No,Yes,Yes,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1056,Egg Patty,Bakery,Bangladeshi/International,Snack,80,323.6,6.4,54.2,17.4,1.9,13.5,336.0,No,No,No,No,No,No,No,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1057,Cream Roll,Bakery,Bangladeshi/International,Snack,60,295.8,6.8,41.2,15.4,1.6,15.8,120.9,Yes,No,No,No,No,No,No,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1058,Donut,Bakery,Bangladeshi/International,Snack,100,305.5,7.0,45.8,20.2,2.1,15.9,100.7,Yes,No,No,No,No,No,No,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1059,Butter Cookies,Bakery,Bangladeshi/International,Snack,60,290.6,6.3,29.0,8.1,2.7,19.0,312.3,Yes,No,No,No,No,No,Yes,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1060,Cream Biscuit,Bakery,Bangladeshi/International,Snack,60,273.7,4.0,50.6,24.5,2.7,16.1,307.0,Yes,No,No,No,No,No,No,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1061,Toast Biscuit,Bakery,Bangladeshi/International,Snack,60,386.7,3.8,45.9,8.7,2.2,27.4,206.2,Yes,No,No,No,No,No,Yes,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1062,Cheese Puff,Bakery,Bangladeshi/International,Snack,60,375.4,7.6,27.2,21.9,2.6,10.8,191.3,Yes,No,No,No,No,No,No,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1063,Chicken Puff,Bakery,Bangladeshi/International,Snack,60,261.3,3.1,49.9,13.9,2.3,21.7,135.0,No,No,No,No,No,No,Yes,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1064,Pastry (Chocolate),Bakery,Bangladeshi/International,Snack,100,374.6,5.1,37.3,12.4,2.3,27.4,171.7,Yes,No,No,No,No,No,Yes,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1065,Pastry (Pineapple),Bakery,Bangladeshi/International,Snack,60,215.0,7.5,43.1,9.3,0.5,19.9,205.9,Yes,No,No,No,No,No,Yes,Yes,"Flour, sugar, butter/oil","bakery,baked,snack"
1066,Banana Bread (Slice),Bakery,Bangladeshi/International,Snack,80,338.5,8.8,52.6,15.5,2.1,20.6,139.2,Yes,No,No,No,No,No,No,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1067,Muffin (Chocolate),Bakery,Bangladeshi/International,Snack,60,330.4,9.8,28.8,10.0,1.9,15.5,145.9,Yes,No,No,No,No,No,Yes,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1068,Muffin (Blueberry),Bakery,Bangladeshi/International,Snack,100,444.0,7.2,27.3,19.2,1.4,26.3,201.3,Yes,No,No,No,No,No,No,No,"Flour, sugar, butter/oil","bakery,baked,snack"
1069,Plain Steamed Basmati Rice,Rice Dish,Bangladeshi/International,Lunch,200,188.0,3.3,39.3,1.6,0.8,0.1,21.3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Basmati Rice, water","rice,staple,gluten-free"
1070,Plain Steamed Chinigura (Kalijira) Rice,Rice Dish,Bangladeshi/International,Lunch,200,227.9,4.7,36.0,0.9,0.3,0.2,5.5,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Chinigura (Kalijira) Rice, water","rice,staple,gluten-free"
1071,Plain Steamed Miniket Rice,Rice Dish,Bangladeshi/International,Lunch,200,241.0,3.9,35.0,2.8,0.7,0.1,30.7,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Miniket Rice, water","rice,staple,gluten-free"
1072,Plain Steamed Nazirshail Rice,Rice Dish,Bangladeshi/International,Lunch,200,154.5,7.9,42.1,0.6,0.3,0.3,49.1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Nazirshail Rice, water","rice,staple,gluten-free"
1073,Plain Steamed Brown Rice,Rice Dish,Bangladeshi/International,Lunch,200,225.2,7.8,42.5,1.3,1.2,0.4,10.8,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Brown Rice, water","rice,staple,gluten-free"
1074,Plain Steamed Sticky Rice,Rice Dish,Bangladeshi/International,Lunch,200,217.5,4.7,52.4,1.8,1.5,0.8,6.1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Sticky Rice, water","rice,staple,gluten-free"
1075,Plain Steamed Parboiled Rice,Rice Dish,Bangladeshi/International,Lunch,200,229.6,5.4,51.7,0.6,0.5,0.7,8.5,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Parboiled Rice, water","rice,staple,gluten-free"
1076,Plain Steamed Sushi Rice,Rice Dish,Bangladeshi/International,Lunch,200,212.6,7.8,35.8,1.0,2.0,0.1,37.3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Sushi Rice, water","rice,staple,gluten-free"
1077,Yakhni Pulao,Rice Dish,Bangladeshi/International,Dinner,220,300.8,5.5,38.8,14.5,2.8,0.2,542.0,Yes,No,Yes,No,No,No,No,No,"Rice, spices, oil, aromatics","rice,staple,mixed-dish"
1078,Kashmiri Pulao,Rice Dish,Bangladeshi/International,Dinner,220,244.6,21.9,50.5,21.2,1.7,4.0,203.6,Yes,No,Yes,No,Yes,No,No,No,"Rice, spices, oil, aromatics","rice,staple,mixed-dish"
1079,Lemon Rice,Rice Dish,Bangladeshi/International,Lunch,220,218.5,19.5,48.2,21.4,2.3,0.3,201.8,Yes,No,Yes,No,Yes,No,No,No,"Rice, spices, oil, aromatics","rice,staple,mixed-dish"
1080,Coconut Rice,Rice Dish,Bangladeshi/International,Dinner,220,225.8,8.6,30.5,13.5,1.1,0.3,540.9,Yes,No,Yes,No,No,No,No,No,"Rice, spices, oil, aromatics","rice,staple,mixed-dish"
1081,Tomato Rice,Rice Dish,Bangladeshi/International,Dinner,220,249.6,12.0,37.5,19.5,2.0,0.6,218.2,Yes,No,Yes,No,Yes,No,No,No,"Rice, spices, oil, aromatics","rice,staple,mixed-dish"
1082,Curd Rice,Rice Dish,Bangladeshi/International,Dinner,220,190.7,19.3,42.8,19.1,2.8,0.5,351.7,Yes,No,Yes,No,Yes,No,No,No,"Rice, spices, oil, aromatics","rice,staple,mixed-dish"
1083,Bisibelebath,Rice Dish,Bangladeshi/International,Dinner,220,280.9,16.0,46.7,7.3,2.6,2.7,491.3,Yes,No,Yes,No,Yes,Yes,No,No,"Rice, spices, oil, aromatics","rice,staple,mixed-dish"
